id,guid,name,gzhi_code,gzhi_code_type,gzhi_name
22,4B834E19-6429-456E-9028-6D006BDCDA41,03.01. Прорыв газового трубопровода,99001,99,
24,CE05715B-EF73-4C81-9CD3-FF5AEAB7E8E7,03.03. Запах газа в подъезде или у подъезда,7028,7,
27,F3C9CE39-1302-418E-BE6F-6C4BAAF10A63,03.06. Запах газа в квартире или у квартиры,7028,7,
34,D8530D9A-6D63-47C4-BA79-D0B9D7B43CD2,"03.13. Прочистка,калибровка сопла горелки плиты",7012,7,
36,820E92F7-441E-4C9B-BC67-443A7124C39F,03.15. Подключение газовой колонки к газопроводу без доп.работ,7020,7,
37,9A6C1256-B2A4-40A1-9FAD-5F54D97FE8D1,03.16. Замена газовой колонки без изменения проводки с пуском газа и устройством дымоудаления,7021,7,
38,CD193DC5-9C4F-4DA1-AFBA-2842CB181E2B,"03.17. Замена газовой колонки с новой подводкой водопровода,газопровода,пуском газа и устройством дымоудаления",7022,7,
39,F477B7F1-5B27-40DE-BEBE-847F80959585,"03.18. Снятие,установка теплообменника колонки",7014,7,
43,D766ECEB-BB83-4EC4-92F8-3DFD7C262839,03.22. замена газового крана на опуске,7027,7,
44,78AFC320-4D15-4218-BF33-AFA454233E00,03.23. Диагностика и обследование газового оборудования,7028,7,
48,945CF4C4-B6AD-4E84-A5AF-CF49983EDF15,04.03. Не работает предподъездное освещение,3023,3,
50,798C01AF-F447-4392-8823-EC4143B41743,04.05. Отсутствует остекление в подъезде/разбитые окна ( летний период),3018,3,
51,397833B7-EF30-43BB-A6DB-22B6A5C131AF,04.06. Отсутствует остекление в подъезде/разбитые окна(зимний период),3019,3,
52,F7F82AE4-37AC-4B47-AED1-A707F682A227,04.07. Неисправный мусоропровод,6001,6,
53,E9898BF6-2EC2-4C93-B8FA-873349CD582A,04.08. Отсутствуют замки на входных дверях в подвалах/мусорокамеры,3025,3,
54,1B1A45A5-37C2-4F3A-9975-135AD02529B5,04.09. Неисправность/недоступность инфраструктуры для маломобильных граждан(установка/ремонт пандусов),3005,3,
56,D9104F38-7221-4E23-BA77-82C80233972B,04.11. Домофон.,99001,99,
58,ADBB0788-68D0-4410-AB49-AD510C75C898,05.02. Ремонт/замена почтовых ящиков в подъезде,3015,3,
60,4D457A07-23DC-4599-A8F8-66709F5F156E,"05.04. Ремонт перил,поручней",3004,3,
63,06EE7BEC-F138-4B3C-A2A1-24A29C8FADCD,05.07. Некачественный текущий ремонт,30005,30,
65,F669CC19-DD92-4F8C-9BB5-D9A55DED8338,06.02. Замена смесителя 'Елочка',19002,19,
68,3F310A3C-290B-49FA-8FEC-ECBF538A9008,06.05. Замена унитаза 'Компакт',19005,19,
76,24C7F3E4-C589-4AE1-B033-8ECA92EE8749,06.13. Смена трубопроводов холодного водоснабжения на трубы металлопласта,19013,19,
78,E8E7CC90-7205-4F1B-8697-87397DFB6A52,06.15. Смена трубопроводов отопления / ГВС стальных труб на полипропиленовые трубы,19015,19,
79,4352C4D0-5320-47AF-87DA-01A37186BD7C,06.16. Смена трубопроводов отопления / ГВС стальных труб на электросварные трубы,19016,19,
82,BAEC04A4-B055-4129-BDE6-9F08345D8C14,06.19. Смена отдельных участков внутренних чугунных канализационных выпусков. Диаметр канализационного выпуска до 50мм,19019,19,
83,1CC08BFA-8A7F-41D3-A291-1B63DB377240,06.20. Смена отдельных участков внутренних чугунных канализационных выпусков. Диаметр выпуска до 76-100мм,19020,19,
87,1EB0FE4B-27C5-4A7E-9AA6-6DB5CF7AA34E,06.24. Ремонт смывных бачков типа 'Компакт',19024,19,
91,2DD92067-72F2-4195-B2F9-C86B0FB0B103,"06.28. Смена выключателя,переключателя,штепсельной розетки скрытой проводки",19028,19,
96,,Проведение технических условий,19032,19,
101,2380DED5-9C18-4CFD-B58F-AC67C4EAA9F5,"06.37. Смена отдельных участков наружной электропроводки. Число и сечение жил в проводе,м2:2*1,5;2*2,5",19037,19,
102,432535EF-1D79-47CD-A86E-865E04800708,"06.38. Смена отдельных участков наружной электропроводки. Число и сечение жил в проводе,м2:3*1,5;3*2,5",19038,19,
104,52BBBF56-79B2-4AF9-8A7B-B24B9ACDC5B4,06.40. Выдача технических условий на переустройство и/или перепланировку жилых помещений,19040,19,
110,23DCFEEB-2B5A-4DF0-9B5C-055EA82134A1,07.03. Обработка от грызунов(дератизация),31003,31,
111,B5355959-6CD8-46E8-ADDF-75BBD65B20D4,07.04. Обработка от насекомых(дезинсекция),31004,31,
112,0EA324B3-89CC-4030-B069-A83D4B21BEE5,07.05. Неубранный карниз над подъездом,31005,31,
118,0C0087DD-54D5-48BE-B758-DFDB941F1424,08.04. Нет отопления,5017,5,
124,4D4017B2-6521-44EA-A19C-F18FB870918D,09.03. Неисправность систем пожаробезопасности,13002,13,
125,A8F3489B-C3E2-4AFD-AF44-05A5723EEA65,10.01. Засор канализационного стояка,14001,14,
126,4004AB1A-9DD6-4A9C-B50F-6B20F953D6D5,10.02. Течь канализационного стояка,14002,14,
130,9B1753AB-A1C4-446B-8793-2BECCDE3D236,10.06. Протечка канализационного отвода на кухне,14006,14,
139,CB4238D5-2F41-4F18-94F2-54B14BEF8F85,11.04. Нет горячей воды,8001,8,
144,0626F94C-BD5B-4CF5-AD16-4263BDFD5FD5,11.09. Нет напора воды в кране ГВС,8002,8,
145,36ACFB63-E246-4BDC-A5AF-863865E92667,11.10. Холодный полотенцесушитель,8005,8,
149,870670D5-66BD-45D9-A023-CEE04831EE51,19.04. Захламление дворовой территории,24001,24,
151,FBA49911-A451-4014-969E-DBC86137C1CD,19.06. Некачественное содержание детской площадки (санитарное содержание),24013,24,
152,D99D2431-8D79-4A7E-8220-E4220C2C96FC,19.07. Некачественное содержание спортивной площадки (санитарное содержание),24014,24,
154,5E1D859C-DC9E-438C-8C28-1277C15294FD,19.09. Некачественное содержание малых архитектурных форм,24005,24,
155,1455054F-5C77-4016-B411-8C7BE4C97746,"19.10. Подтопление придомовой территории (засорение водоприемных колодцев, решеток колодцев и трубопроводов водосточной сети, изменение вертикальных отметок асфальта)",24016,24,
157,8EF3A01C-E7B6-4931-BDA5-70E8A064B2A5,19.12. Повреждение ограждений газонов (некапитальный ремонт),24018,24,
158,FC7B0A6D-C35B-4A8E-B120-6FE481056DDE,19.13. Гололед во дворе,24019,24,
159,AF884F72-8FE6-428F-9E79-25CD5701B796,19.14. Гололед на проезжей части/тротуаре,24020,24,
161,2BE83632-9CBD-45F7-BB09-41B73F089BAB,19.16. Отсутствие песка в песочнице,24022,24,
162,BB5F53D5-2FBB-49A7-BB5F-FA85AFBD47BD,19.17. Ненадлежащий уход за зелеными насаждениями,24023,24,
163,4310BF60-754F-4134-9AFE-0EB89ED5CB17,19.18. Брошенный разукомплектованный автомобиль,24003,24,
169,CCA721EA-9220-42A8-8F72-DEE328557DFB,19.24. Нарушение графика вывоза бытовых отходов,24006,24,
172,060D43C2-0E23-43D9-92C0-EF5421D70690,01.14. Нет напора воды в кране ХВС,9002,9,
177,BA34E2A2-4C1A-453B-9A2D-EC6FA38B0A03,13.02. Протечка кровли,1004,1,
178,3A43B50E-E90B-4E34-A732-7AC0954D84E7,13.03. Протечка ливнёвки,1007,1,
179,12FCE6B9-4B93-4C86-B4E2-D9902D6F6E0A,"13.04. Неубранные сосульки, наледь и снег, свисающие с крыши и карнизов",3002,3,
181,59524D2B-CFF1-4840-9C49-3685CC488DCE,12.02. Отключение электроснабжения,10001,10,
184,A34D1720-22D3-4536-884E-1D801CBD4491,12.05. Искрит в эл. щите,10002,10,
192,41C9E3EB-D903-4D4B-A229-B81742CF91C3,14.03. Несанкционированные надписи и рисунки на фасадах жилых зданий,2011,2,
198,BA9854D2-EC34-4376-9B2E-646880344C0A,15.02. Стена осыпается,33002,33,
203,A930124D-8916-4299-BF5A-9FD6FB8CA0FC,"17.01. Незаконное проживание мигрантов в местах общего пользования (подвалы, чердаки)",18008,18,
205,91841D65-FC85-450C-AAEA-D80405E1199D,"17.03. Нарушение при создании ТСЖ (подготовка ответа, проведение проверки)",35002,35,
208,4BEEF78E-6AC0-4A30-8317-E96F9B3F08F2,17.06. Нарушения при предоставлении информации от управляющей организации,25008,25,
210,,20.01. Иное,99001,99,
211,,20.02. Работы на ГВС + отопление,99001,99,
212,,20.03. Работы на ХВС+канализация,99001,99,
214,,20.04. Слаботочные сети,99001,99,
215,,21.01. Яма на проезжей части,24010,24,
216,,21.02. Яма на внутридворовом проезде.,24010,24,
217,,21.03. Гололед на тротуаре.,24020,24,
218,,21.04. Не расчищен от снега проход  к тротуару.,24027,24,
219,,21.05. Не убран снег в парковочных карманах,24021,24,
220,,21.06. Снежный накат на дороге,99001,99,
221,,21.07. Не убран снег на остановочном пункте.,24027,24,
222,,21.08. Мусор на остановочном пункте.,99001,99,
223,,21.09. Сломаны элементы детской/спортивной площадки,99001,99,
224,,21.10. Нарушение целостности ограждения детской/спортивной площадки,99001,99,
225,,21.11. Незаконное ограждение парковочного места,99001,99,
226,,21.12. Незаконное заграждения проезда,99001,99,
227,,21.13. Мусор на газоне/тротуаре,99001,99,
228,,21.14. Переполненные урны,99001,99,
229,,21.15. Сломана урна / скамейка,99001,99,
230,,21.16. Несанкционированная мусорная свалка,99001,99,
232,,21.18. Не удалены / не вывезены порубочные остатки,24025,24,
233,,21.19. Угроза падения сухих веток.,24028,24,
234,,21.20. Не скошена трава,24024,24,
235,,21.21. Не горит фонарь на опоре уличного освещения.,24012,24,
236,,21.22. Угроза падения дерева на провода уличного освещения.,24028,24,
237,,21.23. Ветви дерева задевают провода уличного освещения.,99001,99,
238,,21.24. Обрыв провода / провод на земле.,10004,10,
239,,04.12. Не закрыт люк (дверь) в технические помещения.,18012,18,
240,,04.13. Вызов специалиста для обследования,99001,99,
241,,04.14. Отсутствуют/сломаны замки/ручки на оконных рамах в подъезде.,99001,99,
257,,20.05. Информирование,99001,99,
368,,04.11.01. Домофон - не проходит звонок (не слышно),3031,3,
369,,04.11.02. Домофон - не открывается замок с кнопки,3030,3,
370,,04.11.03. Домофон - не открывается замок с ключа,3030,3,
371,,04.11.04. Домофон - нет видеоизображения (или плохое) на мониторе,3031,3,
372,,04.11.05. Домофон - не работает индивидуальный код на подъезд,3027,3,
373,,04.11.06. Домофон - отсутствует / не работает блок питания или зарядное устройство,3032,3,
374,,06.44. Ремонт электрического звонка,19027,19,
376,,06.46. Установка дополнительной розетки,19033,19,
380,,"06.50. Отключение стояка отопления, ХВС, ГВС для ремонта",19050,19,
394,,Демо,,,
395,,12.11. Установка индивидуального электросчетчика,,,
396,,12.12. Замена индивидуального электросчетчика,,,
399,,11. Горячее водоснабжение,,,
400,,02. Лифт,,,
401,,01. Холодное водоснабжение,,,
402,,03. Газовые сети,,,
